case_id,video_id,candidate_type,query_count,candidate_count,mean_candidate_duration_ms,Recall@1,Recall@3,Recall@10,MRR,mean_best_overlap,mean_best_tIoU,mean_best_temporal_precision,mean_best_tIoU_duration_ms,mean_top1_tIoU,mean_top1_temporal_precision,mean_top1_duration_ms
dev08_700_1000,day1_Allie_08,semantic_visual_text_w0.25_transcript_rerank,3,6,50000.0,0.3333333333333333,1.0,1.0,0.5555555555555555,0.9333333333333332,0.6176767676767677,0.6843434343434343,58333.333333333336,0.21212121212121213,0.21212121212121213,45000.0
dev08_700_1000,day1_Allie_08,fixed_30s,3,15,29333.333333333332,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.39999999999999997,0.7523809523809524,0.6968253968253969,0.9444444444444445,30000.0,0.2857142857142857,0.3333333333333333,30000.0
dev08_700_1000,day1_Allie_08,fixed_30s_transcript_rerank,3,15,29333.333333333332,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5,0.7523809523809524,0.6968253968253969,0.9444444444444445,30000.0,0.319047619047619,0.3888888888888889,26666.666666666668
dev08_700_1000,day1_Allie_08,fixed_120s,3,3,100000.0,0.6666666666666666,1.0,1.0,0.7777777777777778,0.9333333333333332,0.35888888888888887,0.36111111111111116,120000.0,0.15055555555555555,0.1527777777777778,100000.0
dev08_700_1000,day1_Allie_08,fixed_120s_transcript_rerank,3,3,100000.0,0.6666666666666666,1.0,1.0,0.7777777777777778,0.9333333333333332,0.35888888888888887,0.36111111111111116,120000.0,0.15055555555555555,0.1527777777777778,100000.0
dev08_700_1000,day1_Allie_08,fused_semantic_fixed120_rrf,3,9,66666.66666666667,0.3333333333333333,0.3333333333333333,1.0,0.5,1.0,0.6176767676767677,0.6843434343434343,58333.333333333336,0.21212121212121213,0.21212121212121213,45000.0
dev08_700_1000,day1_Allie_08,fused_semantic_fixed120_rrf_semantic_refined,3,9,66666.66666666667,0.3333333333333333,0.3333333333333333,1.0,0.5,1.0,0.6176767676767677,0.6843434343434343,58333.333333333336,0.21212121212121213,0.21212121212121213,45000.0
dev08_700_1000,day1_Allie_08,fused_semantic_fixed120_rrf_transcript_hr_gated,3,9,66666.66666666667,0.3333333333333333,0.3333333333333333,1.0,0.5,1.0,0.6176767676767677,0.6843434343434343,58333.333333333336,0.21212121212121213,0.21212121212121213,45000.0
dev09_400_700,day1_Allie_09,semantic_visual_text_w0.25,2,8,37500.0,0.0,0.0,0.5,0.08333333333333333,0.5,0.4142156862745098,0.7916666666666667,42500.0,0.0,0.0,40000.0
dev09_400_700,day1_Allie_09,semantic_visual_text_w0.25_transcript_rerank,2,8,37500.0,0.0,0.0,0.5,0.125,0.5,0.4142156862745098,0.7916666666666667,42500.0,0.0,0.0,37500.0
dev09_400_700,day1_Allie_09,fixed_30s,2,15,29333.333333333332,0.0,0.5,1.0,0.3125,0.5,0.5,1.0,30000.0,0.0,0.0,30000.0
dev09_400_700,day1_Allie_09,fixed_30s_transcript_rerank,2,15,29333.333333333332,0.0,0.5,1.0,0.23809523809523808,0.5,0.5,1.0,30000.0,0.0,0.0,30000.0
dev09_400_700,day1_Allie_09,fixed_120s,2,3,100000.0,0.5,1.0,1.0,0.75,0.8333333333333333,0.39285714285714285,0.41666666666666663,120000.0,0.35,0.41666666666666663,90000.0
dev09_400_700,day1_Allie_09,fixed_120s_transcript_rerank,2,3,100000.0,0.5,1.0,1.0,0.75,0.8333333333333333,0.39285714285714285,0.41666666666666663,120000.0,0.14285714285714285,0.16666666666666666,90000.0
dev09_400_700,day1_Allie_09,fused_semantic_fixed120_rrf,2,11,54545.454545454544,0.0,0.0,1.0,0.1388888888888889,0.8333333333333333,0.45588235294117646,0.5416666666666667,90000.0,0.0,0.0,40000.0
dev09_400_700,day1_Allie_09,fused_semantic_fixed120_rrf_semantic_refined,2,11,54545.454545454544,0.0,0.0,1.0,0.1388888888888889,0.8333333333333333,0.45588235294117646,0.5416666666666667,90000.0,0.0,0.0,40000.0
dev09_400_700,day1_Allie_09,fused_semantic_fixed120_rrf_transcript_hr_gated,2,11,54545.454545454544,0.0,0.0,1.0,0.1388888888888889,0.8333333333333333,0.45588235294117646,0.5416666666666667,90000.0,0.0,0.0,40000.0
dev10_400_700,day1_Allie_10,semantic_visual_text_w0.25,2,7,42857.142857142855,0.0,0.5,1.0,0.25,0.6666666666666667,0.6071428571428572,0.9166666666666667,40000.0,0.045454545454545456,0.08333333333333333,60000.0
dev10_400_700,day1_Allie_10,semantic_visual_text_w0.25_transcript_rerank,2,7,42857.142857142855,0.0,0.0,1.0,0.20833333333333331,0.6666666666666667,0.6071428571428572,0.9166666666666667,40000.0,0.0,0.0,60000.0
dev10_400_700,day1_Allie_10,fixed_30s,2,15,29333.333333333332,0.0,0.0,0.5,0.11904761904761904,0.625,0.625,1.0,30000.0,0.0,0.0,30000.0
dev10_400_700,day1_Allie_10,fixed_30s_transcript_rerank,2,15,29333.333333333332,0.0,0.0,0.5,0.10096153846153846,0.625,0.625,1.0,30000.0,0.0,0.0,30000.0
dev10_400_700,day1_Allie_10,fixed_120s,2,3,100000.0,0.5,1.0,1.0,0.6666666666666666,1.0,0.5833333333333333,0.5833333333333333,90000.0,0.25,0.25,120000.0
dev10_400_700,day1_Allie_10,fixed_120s_transcript_rerank,2,3,100000.0,0.0,1.0,1.0,0.41666666666666663,1.0,0.5833333333333333,0.5833333333333333,90000.0,0.0,0.0,120000.0
dev10_400_700,day1_Allie_10,fused_semantic_fixed120_rrf,2,10,60000.0,0.0,0.5,1.0,0.25,1.0,0.6904761904761905,0.75,60000.0,0.045454545454545456,0.08333333333333333,60000.0
dev10_400_700,day1_Allie_10,fused_semantic_fixed120_rrf_semantic_refined,2,10,60000.0,0.0,0.5,1.0,0.25,1.0,0.6904761904761905,0.75,60000.0,0.045454545454545456,0.08333333333333333,60000.0
dev10_400_700,day1_Allie_10,fused_semantic_fixed120_rrf_transcript_hr_gated,2,10,60000.0,0.0,0.5,1.0,0.25,1.0,0.6904761904761905,0.75,60000.0,0.045454545454545456,0.08333333333333333,60000.0
